drug_name,reaction,pair_count,ROR,p_value,max_cusum,alert_quarters,cusum_signal,max_ewma,ewma_signal,confidence_score,confidence_label
jardiance,Device failure,86,7.39,1.94e-68,,,False,,False,1,Low — ROR only
humira,Cardiac tamponade,176,7.37,7.11e-102,,,False,,False,1,Low — ROR only
humira,Venous thrombosis limb,198,7.37,1.5999999999999999e-114,,,False,,False,1,Low — ROR only
jardiance,Vulvovaginal mycotic infection,173,7.32,1.75e-135,,,False,,False,1,Low — ROR only
humira,Cystoid macular oedema,91,7.3,7.73e-53,,,False,,False,1,Low — ROR only
humira,Mean platelet volume decreased,266,7.29,4.9099999999999996e-152,,,False,,False,1,Low — ROR only
humira,Ankle operation,717,7.29,0.0,,,False,,False,1,Low — ROR only
humira,Uterine malposition,28,7.26,8.37e-17,,,False,,False,1,Low — ROR only
humira,Rectal dysplasia,28,7.26,8.37e-17,,,False,,False,1,Low — ROR only
humira,Gingival recession,209,7.26,2.24e-119,,,False,,False,1,Low — ROR only
jardiance,Vulvovaginal discomfort,59,7.26,1.7399999999999998e-46,,,False,,False,1,Low — ROR only
humira,Vocal cord disorder,85,7.25,3.67e-49,,,False,,False,1,Low — ROR only
humira,Acanthosis,29,7.24,2.43e-17,,,False,,False,1,Low — ROR only
humira,Apparent death,1082,7.23,0.0,,,False,,False,1,Low — ROR only
humira,Biopsy,31,7.2,2.04e-18,,,False,,False,1,Low — ROR only
zantac,B-cell lymphoma,178,7.2,1.56e-58,,,False,,False,1,Low — ROR only
humira,Drug delivery system malfunction,49,7.18,1.57e-28,,,False,,False,1,Low — ROR only
humira,Lumbar radiculopathy,67,7.17,1.2899999999999999e-38,,,False,,False,1,Low — ROR only
humira,Shoulder arthroplasty,892,7.17,0.0,,,False,,False,1,Low — ROR only
humira,Chronic idiopathic pain syndrome,243,7.15,6.15e-137,,,False,,False,1,Low — ROR only
humira,Incision site haemorrhage,53,7.14,1.14e-30,,,False,,False,1,Low — ROR only
zantac,Invasive ductal breast carcinoma,197,7.13,2.86e-64,,,False,,False,1,Low — ROR only
humira,Device material issue,78,7.1,1.77e-44,,,False,,False,1,Low — ROR only
humira,Tachyarrhythmia,122,7.09,7.539999999999999e-69,,,False,,False,1,Low — ROR only
humira,Smoke sensitivity,43,7.07,7.51e-25,,,False,,False,1,Low — ROR only
humira,Artificial crown procedure,131,7.06,1.23e-73,,,False,,False,1,Low — ROR only
humira,Intestinal sepsis,536,7.06,3.57e-297,,,False,,False,1,Low — ROR only
jardiance,Left atrial dilatation,38,7.05,2.2500000000000002e-29,,,False,,False,1,Low — ROR only
humira,Drug use disorder,1113,7.04,0.0,,,False,,False,1,Low — ROR only
humira,Toe amputation,394,7.04,1.64e-218,,,False,,False,1,Low — ROR only
humira,Cardiac ventricular thrombosis,27,7.0,8.45e-16,,,False,,False,1,Low — ROR only
humira,Peripheral nerve injury,169,6.99,7.61e-94,,,False,,False,1,Low — ROR only
humira,Fibroadenoma of breast,84,6.99,3.29e-47,,,False,,False,1,Low — ROR only
humira,Bleeding time prolonged,28,6.99,2.45e-16,,,False,,False,1,Low — ROR only
humira,Balanoposthitis,29,6.98,7.08e-17,,,False,,False,1,Low — ROR only
humira,Gastric pH decreased,29,6.98,7.08e-17,,,False,,False,1,Low — ROR only
humira,Leiomyoma,29,6.98,7.08e-17,,,False,,False,1,Low — ROR only
zantac,Liposarcoma,66,6.98,4.62e-22,,,False,,False,1,Low — ROR only
jardiance,Sensitivity to weather change,165,6.98,1.88e-123,,,False,,False,1,Low — ROR only
jardiance,Extra dose administered,361,6.98,9.91e-269,,,False,,False,1,Low — ROR only
humira,Adenomyosis,30,6.97,2.05e-17,,,False,,False,1,Low — ROR only
humira,Atlantoaxial instability,60,6.97,6.1e-34,,,False,,False,1,Low — ROR only
humira,Cardiac ablation,160,6.96,1.36e-88,,,False,,False,1,Low — ROR only
zantac,Neuroendocrine tumour,210,6.96,1.92e-67,,,False,,False,1,Low — ROR only
humira,Anticipatory anxiety,795,6.88,0.0,,,False,,False,1,Low — ROR only
humira,Deafness transitory,470,6.87,3.77e-255,,,False,,False,1,Low — ROR only
humira,Suture related complication,316,6.87,5.68e-172,,,False,,False,1,Low — ROR only
humira,Breast cyst,328,6.87,2.39e-178,,,False,,False,1,Low — ROR only
jardiance,Blood growth hormone increased,42,6.87,1.27e-31,,,False,,False,1,Low — ROR only
jardiance,Insulin resistance,37,6.86,6.61e-28,,,False,,False,1,Low — ROR only
humira,Intervertebral disc compression,249,6.85,1.88e-135,,,False,,False,1,Low — ROR only
humira,Megacolon,72,6.83,6.839999999999999e-40,,,False,,False,1,Low — ROR only
zantac,Malignant melanoma,906,6.83,9.13e-283,,,False,,False,1,Low — ROR only
humira,Rubber sensitivity,163,6.82,8.19e-89,,,False,,False,1,Low — ROR only
humira,Anuria,90,6.82,1.72e-49,,,False,,False,1,Low — ROR only
humira,Blood cholesterol,421,6.76,1.75e-225,,,False,,False,1,Low — ROR only
humira,Hepatocellular carcinoma,66,6.74,3.07e-36,,,False,,False,1,Low — ROR only
humira,Lung operation,47,6.74,4.4e-26,,,False,,False,1,Low — ROR only
humira,Contraindication to vaccination,52,6.74,9.29e-29,,,False,,False,1,Low — ROR only
humira,Hypotonia,165,6.74,5.649999999999999e-89,,,False,,False,1,Low — ROR only
zantac,Borderline personality disorder,61,6.71,5.26e-20,,,False,,False,1,Low — ROR only
humira,Joint lock,864,6.66,0.0,,,False,,False,1,Low — ROR only
humira,Device breakage,495,6.66,1.17e-261,,,False,,False,1,Low — ROR only
humira,Mucosal ulceration,121,6.63,1.14e-64,,,False,,False,1,Low — ROR only
humira,Neovascular age-related macular degeneration,124,6.63,2.88e-66,,,False,,False,1,Low — ROR only
jardiance,Chest injury,29,6.61,2.9e-21,,,False,,False,1,Low — ROR only
humira,Tumour necrosis,48,6.6,3.5200000000000004e-26,,,False,,False,1,Low — ROR only
jardiance,Cardioversion,46,6.6,3.35e-33,,,False,,False,1,Low — ROR only
jardiance,Extremity necrosis,44,6.58,1.02e-31,,,False,,False,1,Low — ROR only
humira,Brain operation,110,6.56,2.2400000000000002e-58,,,False,,False,1,Low — ROR only
humira,Breast neoplasm,72,6.56,1.46e-38,,,False,,False,1,Low — ROR only
zantac,Barrett's oesophagus,864,6.56,4.53e-263,,,False,,False,1,Low — ROR only
jardiance,Umbilical hernia,139,6.54,1.65e-97,,,False,,False,1,Low — ROR only
humira,Bronchial hyperreactivity,96,6.47,1.72e-50,,,False,,False,1,Low — ROR only
humira,Genital abscess,71,6.47,1.34e-37,,,False,,False,1,Low — ROR only
zantac,Chronic myeloid leukaemia,141,6.46,1.14e-43,,,False,,False,1,Low — ROR only
jardiance,Nasal disorder,25,6.44,5.8e-18,,,False,,False,1,Low — ROR only
zantac,Polypectomy,117,6.43,2.38e-36,,,False,,False,1,Low — ROR only
humira,Fracture delayed union,142,6.42,1.11e-73,,,False,,False,1,Low — ROR only
humira,Pulmonary thrombosis,2165,6.42,0.0,,,False,,False,1,Low — ROR only
jardiance,Eye operation,86,6.4,1.9800000000000001e-59,,,False,,False,1,Low — ROR only
humira,Drooling,83,6.36,3.8e-43,,,False,,False,1,Low — ROR only
humira,Colonoscopy,129,6.35,2.39e-66,,,False,,False,1,Low — ROR only
humira,Cardiomegaly,326,6.35,7.33e-166,,,False,,False,1,Low — ROR only
humira,Mycobacterium tuberculosis complex test positive,422,6.33,7.89e-214,,,False,,False,1,Low — ROR only
humira,Restrictive pulmonary disease,31,6.33,1.19e-16,,,False,,False,1,Low — ROR only
humira,Physical disability,434,6.32,2.37e-219,,,False,,False,1,Low — ROR only
humira,Diabetic eye disease,30,6.32,4.08e-16,,,False,,False,1,Low — ROR only
humira,Coronary arterial stent insertion,337,6.31,1.9499999999999997e-170,,,False,,False,1,Low — ROR only
humira,Neuroma,58,6.3,3e-30,,,False,,False,1,Low — ROR only
humira,Ovarian neoplasm,87,6.3,7.4e-45,,,False,,False,1,Low — ROR only
humira,Adenoma benign,58,6.3,3e-30,,,False,,False,1,Low — ROR only
jardiance,Pigmentation disorder,134,6.3,1.52e-90,,,False,,False,1,Low — ROR only
humira,Neurogenic bladder,56,6.29,3.5e-29,,,False,,False,1,Low — ROR only
humira,Post procedural inflammation,350,6.29,1.71e-176,,,False,,False,1,Low — ROR only
zantac,Gastrointestinal stromal tumour,519,6.29,3.28e-154,,,False,,False,1,Low — ROR only
humira,Laryngeal disorder,775,6.24,0.0,,,False,,False,1,Low — ROR only
humira,Fungal pharyngitis,62,6.24,5.740000000000001e-32,,,False,,False,1,Low — ROR only
jardiance,Pancreatic carcinoma,130,6.24,5.65e-87,,,False,,False,1,Low — ROR only
humira,Optic nerve disorder,37,6.23,1.87e-19,,,False,,False,1,Low — ROR only
humira,Excessive skin,83,6.22,2.56e-42,,,False,,False,1,Low — ROR only
humira,Sports injury,48,6.22,6.43e-25,,,False,,False,1,Low — ROR only
humira,Investigation abnormal,487,6.2,4.839999999999999e-242,,,False,,False,1,Low — ROR only
humira,Electrolyte depletion,81,6.2,2.96e-41,,,False,,False,1,Low — ROR only
jardiance,Diabetic retinopathy,49,6.2,3.74e-33,,,False,,False,1,Low — ROR only
zantac,Laryngeal disorder,72,6.19,2.93e-22,,,False,,False,1,Low — ROR only
humira,Angiosarcoma,32,6.16,8.82e-17,,,False,,False,1,Low — ROR only
humira,Blood glucose abnormal,478,6.16,4.7399999999999994e-236,,,False,,False,1,Low — ROR only
humira,Catheterisation cardiac,221,6.15,8.72e-110,,,False,,False,1,Low — ROR only
humira,Blood folate decreased,30,6.13,1.03e-15,,,False,,False,1,Low — ROR only
humira,CNS ventriculitis,29,6.11,3.54e-15,,,False,,False,1,Low — ROR only
humira,Cerebral disorder,390,6.11,1.5899999999999998e-191,,,False,,False,1,Low — ROR only
zantac,Perfume sensitivity,100,6.11,3.26e-30,,,False,,False,1,Low — ROR only
humira,Prerenal failure,76,6.1,3.39e-38,,,False,,False,1,Low — ROR only
humira,Arteriospasm coronary,28,6.09,1.21e-14,,,False,,False,1,Low — ROR only
humira,Cervical vertebral fracture,441,6.05,1.81e-214,,,False,,False,1,Low — ROR only
humira,Immunoglobulins increased,35,6.05,5.49e-18,,,False,,False,1,Low — ROR only
humira,Cytology abnormal,51,6.03,1.03e-25,,,False,,False,1,Low — ROR only
humira,Pelvic mass,34,6.03,1.87e-17,,,False,,False,1,Low — ROR only
humira,Pneumoperitoneum,25,6.02,4.88e-13,,,False,,False,1,Low — ROR only
jardiance,Hypernatraemia,96,5.99,8.57e-62,,,False,,False,1,Low — ROR only
humira,Biliary tract disorder,79,5.98,5.38e-39,,,False,,False,1,Low — ROR only
humira,Thyroxine decreased,63,5.98,2.67e-31,,,False,,False,1,Low — ROR only
humira,Breast ulceration,29,5.92,8.67e-15,,,False,,False,1,Low — ROR only
humira,Complex regional pain syndrome,64,5.91,1.9300000000000002e-31,,,False,,False,1,Low — ROR only
humira,Delivery,28,5.9,2.96e-14,,,False,,False,1,Low — ROR only
jardiance,Adrenal insufficiency,341,5.89,2.74e-212,,,False,,False,1,Low — ROR only
humira,Tumour marker increased,41,5.88,2.1e-20,,,False,,False,1,Low — ROR only
zantac,Metastatic neoplasm,186,5.88,1.18e-53,,,False,,False,1,Low — ROR only
humira,Cartilage injury,753,5.87,0.0,,,False,,False,1,Low — ROR only
humira,Large granular lymphocytosis,40,5.86,7.11e-20,,,False,,False,1,Low — ROR only
humira,Large intestinal ulcer haemorrhage,32,5.83,5.25e-16,,,False,,False,1,Low — ROR only
zantac,Brain injury,739,5.82,1.9599999999999997e-207,,,False,,False,1,Low — ROR only
humira,Retinal injury,31,5.8,1.78e-15,,,False,,False,1,Low — ROR only
humira,Intestinal fistula infection,49,5.79,6.92e-24,,,False,,False,1,Low — ROR only
humira,Hepatitis A,30,5.78,6.06e-15,,,False,,False,1,Low — ROR only
humira,Vascular occlusion,136,5.76,4.27e-64,,,False,,False,1,Low — ROR only
humira,Optic atrophy,29,5.75,2.06e-14,,,False,,False,1,Low — ROR only
humira,Pulmonary hypertension,410,5.74,5.37e-190,,,False,,False,1,Low — ROR only
humira,Blood calcium increased,201,5.74,9.25e-94,,,False,,False,1,Low — ROR only
humira,Heart valve incompetence,460,5.74,7.32e-213,,,False,,False,1,Low — ROR only
jardiance,Cardiac discomfort,35,5.73,4.75e-22,,,False,,False,1,Low — ROR only
humira,Tuberculin test positive,515,5.72,3.18e-237,,,False,,False,1,Low — ROR only
humira,Abdominal wall cyst,27,5.69,2.36e-13,,,False,,False,1,Low — ROR only
humira,Joint arthroplasty,1308,5.69,0.0,,,False,,False,1,Low — ROR only
humira,Chronic inflammatory demyelinating polyradiculoneuropathy,38,5.69,1.92e-18,,,False,,False,1,Low — ROR only
humira,Abnormal weight gain,49,5.69,1.6299999999999997e-23,,,False,,False,1,Low — ROR only
humira,Vascular rupture,224,5.68,3.17e-103,,,False,,False,1,Low — ROR only
humira,Tongue neoplasm malignant stage unspecified,63,5.66,8.700000000000001e-30,,,False,,False,1,Low — ROR only
humira,Benign ovarian tumour,31,5.65,4.16e-15,,,False,,False,1,Low — ROR only
humira,Genital discomfort,31,5.65,4.16e-15,,,False,,False,1,Low — ROR only
humira,Lymphadenectomy,80,5.62,2.9300000000000002e-37,,,False,,False,1,Low — ROR only
humira,Mediastinal mass,35,5.62,7.37e-17,,,False,,False,1,Low — ROR only
humira,Incisional drainage,40,5.62,3.91e-19,,,False,,False,1,Low — ROR only
humira,International normalised ratio fluctuation,1355,5.61,0.0,,,False,,False,1,Low — ROR only
humira,Nail growth abnormal,73,5.59,5.989999999999999e-34,,,False,,False,1,Low — ROR only
humira,Intraductal papilloma of breast,39,5.59,1.31e-18,,,False,,False,1,Low — ROR only
humira,Visual field defect,223,5.59,3.1000000000000004e-101,,,False,,False,1,Low — ROR only
jardiance,Bronchiectasis,218,5.59,1.35e-128,,,False,,False,1,Low — ROR only
jardiance,Hysterectomy,37,5.59,1.1e-22,,,False,,False,1,Low — ROR only
humira,Blood iron abnormal,1411,5.58,0.0,,,False,,False,1,Low — ROR only
humira,Myocardial injury,29,5.58,4.74e-14,,,False,,False,1,Low — ROR only
humira,Completed suicide,86,5.57,1.1099999999999999e-39,,,False,,False,1,Low — ROR only
humira,Carbon dioxide decreased,86,5.57,1.1099999999999999e-39,,,False,,False,1,Low — ROR only
humira,Concomitant disease progression,33,5.56,8.35e-16,,,False,,False,1,Low — ROR only
humira,Breast calcifications,71,5.56,6.71e-33,,,False,,False,1,Low — ROR only
humira,Blindness transient,247,5.55,3.02e-111,,,False,,False,1,Low — ROR only
jardiance,Product physical consistency issue,29,5.53,1e-17,,,False,,False,1,Low — ROR only
humira,Cerebellar stroke,63,5.51,4.5800000000000004e-29,,,False,,False,1,Low — ROR only
humira,Gastric fistula,27,5.51,5.38e-13,,,False,,False,1,Low — ROR only
humira,Overweight,614,5.5,7.89e-272,,,False,,False,1,Low — ROR only
humira,Oligomenorrhoea,53,5.5,1.5499999999999998e-24,,,False,,False,1,Low — ROR only
zantac,Squamous cell carcinoma,722,5.5,3.24e-194,,,False,,False,1,Low — ROR only
humira,Enzyme abnormality,66,5.49,2.79e-30,,,False,,False,1,Low — ROR only
humira,Intra-abdominal haemorrhage,35,5.49,1.67e-16,,,False,,False,1,Low — ROR only
humira,Vaginal cancer,35,5.49,1.67e-16,,,False,,False,1,Low — ROR only
jardiance,Pruritus genital,179,5.48,2.1700000000000001e-103,,,False,,False,1,Low — ROR only
humira,Central nervous system vasculitis,43,5.47,5.32e-20,,,False,,False,1,Low — ROR only
humira,Tooth loss,535,5.46,1.1400000000000001e-235,,,False,,False,1,Low — ROR only
humira,Blood glucose fluctuation,153,5.46,2.87e-68,,,False,,False,1,Low — ROR only
humira,Scoliosis,1270,5.45,0.0,,,False,,False,1,Low — ROR only
humira,H1N1 influenza,38,5.45,9.95e-18,,,False,,False,1,Low — ROR only
humira,Skin lesion inflammation,25,5.43,6.08e-12,,,False,,False,1,Low — ROR only
humira,Pharyngeal inflammation,191,5.43,1.55e-84,,,False,,False,1,Low — ROR only
zantac,Mast cell activation syndrome,77,5.43,1.1200000000000002e-21,,,False,,False,1,Low — ROR only
humira,Penis disorder,45,5.42,1.07e-20,,,False,,False,1,Low — ROR only
jardiance,Anion gap increased,28,5.41,9.36e-17,,,False,,False,1,Low — ROR only
humira,Gingival injury,28,5.39,3.56e-13,,,False,,False,1,Low — ROR only
zantac,Chronic lymphocytic leukaemia,432,5.38,8.85e-115,,,False,,False,1,Low — ROR only
humira,Gastric haemorrhage,474,5.37,2.25e-205,,,False,,False,1,Low — ROR only
humira,Cardiac dysfunction,256,5.36,2.41e-111,,,False,,False,1,Low — ROR only
humira,Polyarteritis nodosa,27,5.35,1.19e-12,,,False,,False,1,Low — ROR only
humira,Bundle branch block right,61,5.34,2.5200000000000003e-27,,,False,,False,1,Low — ROR only
humira,Transplant rejection,83,5.33,1.03e-36,,,False,,False,1,Low — ROR only
humira,Joint contracture,30,5.32,6.96e-14,,,False,,False,1,Low — ROR only
zantac,Mastocytosis,58,5.32,2.36e-16,,,False,,False,1,Low — ROR only
humira,Post-traumatic pain,100,5.31,7.87e-44,,,False,,False,1,Low — ROR only
humira,Device related sepsis,62,5.29,1.67e-27,,,False,,False,1,Low — ROR only
humira,Small intestinal perforation,147,5.27,1.9999999999999999e-63,,,False,,False,1,Low — ROR only
humira,Internal haemorrhage,678,5.26,5.679999999999999e-287,,,False,,False,1,Low — ROR only
humira,Allergic cough,202,5.26,1.86e-86,,,False,,False,1,Low — ROR only
humira,Peripheral artery thrombosis,110,5.26,1.17e-47,,,False,,False,1,Low — ROR only
jardiance,Insulin-like growth factor increased,71,5.25,9e-40,,,False,,False,1,Low — ROR only
humira,Eyelid cyst,28,5.24,7.7e-13,,,False,,False,1,Low — ROR only
humira,Malignant polyp,42,5.24,8.52e-19,,,False,,False,1,Low — ROR only
humira,Small cell lung cancer,28,5.24,7.7e-13,,,False,,False,1,Low — ROR only
zantac,Disease progression,6461,5.23,0.0,,,False,,False,1,Low — ROR only
humira,Application site pruritus,27,5.2,2.56e-12,,,False,,False,1,Low — ROR only
zantac,Carcinoid tumour of the small bowel,66,5.18,4.1e-18,,,False,,False,1,Low — ROR only
humira,Craniofacial fracture,56,5.17,2.14e-24,,,False,,False,1,Low — ROR only
jardiance,Abnormal loss of weight,119,5.16,1.6e-64,,,False,,False,1,Low — ROR only
jardiance,Lymphopenia,108,5.16,9.69e-59,,,False,,False,1,Low — ROR only
zantac,Injury,9209,5.13,0.0,,,False,,False,1,Low — ROR only
humira,Device expulsion,41,5.12,5.97e-18,,,False,,False,1,Low — ROR only
humira,Pancreatitis relapsing,25,5.11,2.8e-11,,,False,,False,1,Low — ROR only
humira,Haemorrhoids thrombosed,53,5.1,7.55e-23,,,False,,False,1,Low — ROR only
humira,Essential tremor,37,5.09,3.31e-16,,,False,,False,1,Low — ROR only
jardiance,Product colour issue,53,5.09,7.75e-29,,,False,,False,1,Low — ROR only
humira,Malignant melanoma in situ,52,5.08,2.47e-22,,,False,,False,1,Low — ROR only
humira,Noninfective encephalitis,76,5.07,4.22e-32,,,False,,False,1,Low — ROR only
humira,Meniere's disease,124,5.06,1.41e-51,,,False,,False,1,Low — ROR only
humira,End stage renal disease,173,5.05,3.28e-71,,,False,,False,1,Low — ROR only
humira,Lyme disease,1461,5.04,0.0,,,False,,False,1,Low — ROR only
jardiance,Thirst,311,5.04,5.29e-162,,,False,,False,1,Low — ROR only
humira,Spinal cord infection,62,5.03,3.41e-26,,,False,,False,1,Low — ROR only
zantac,Plasma cell myeloma,2255,5.03,0.0,,,False,,False,1,Low — ROR only
jardiance,Vascular graft,38,5.03,1.06e-20,,,False,,False,1,Low — ROR only
humira,Mesenteric vein thrombosis,41,5.02,1.24e-17,,,False,,False,1,Low — ROR only
humira,Suicidal behaviour,32,5.02,6.02e-14,,,False,,False,1,Low — ROR only
jardiance,Skin injury,26,5.02,2.11e-14,,,False,,False,1,Low — ROR only
humira,Terminal state,811,5.01,0.0,,,False,,False,1,Low — ROR only
humira,Haemangioma of liver,75,5.0,2.8600000000000003e-31,,,False,,False,1,Low — ROR only
